chr	start	end	RR	TE	region	CHR	GC	GENE	INTERGENE	INTRON	EXON	SNPs_Una	Pi_Una	SNPs_Itabuna	Pi_Itabuna	SNPs_Tenerife	Pi_Tenerife	tajD_Una	tajD_Itabuna	tajD_Tenerife	piAll	piNWL	Pnonsyn_Una	Psyn_Una	Pnonsyn_Itabuna	Psyn_Itabuna	Pnonsyn_Tenerife	Psyn_Tenerife	Tnonsyn_Una	Tsyn_Una	Tnonsyn_Itabuna	Tsyn_Itabuna	Tnonsyn_Tenerife	Tsyn_Tenerife	TenIta	TenUna	ItaUna	dxy_PQueen_PMale	introgression	dxy_Una_Taiwan	dxy_Itabuna_Leiden
LG21	2000000	2250000	22.86663298	0.038988	LDRs	21	0.404672	0.127124	2582.833333	1691.283186	283.1582734	299	0.000153833	20	0.000015008	56	0.000047265	-2.311084737	-1.83903226	-1.731319569	0.000342647	0.000210972	0.00003286	0.00055655	0.00000482	0	0.0000043	0	-2.3946231	-2.25086379	-1.31037541	0	-1.52436334	0	0.95085012	0.90441789	0.04021855	0	no	0.002017	0.002358
LG21	2250000	2500000	24.0725505455973	0.071608	LDRs	21	0.406292	0.106936	2113.833333	1276.842857	167.3011364	184	0.000095883	42	0.00002837	141	0.000135818	-2.30339106	-2.026622705	-1.392590663	0.000343721	0.000239813	0.0000068	0.00008162	0	0.00003145	0.0001738	0.00014988	-0.94143471	-2.49884535	0	-0.80500487	-0.70576047	-1.2579859	0.93888371	0.91502647	0.0332937	0.003029	yes	0.001744	0.002829
LG21	250000	500000	50.4602057368443	0.026572	LDRs	21	0.435128	0.110184	9355.071429	910.9279279	204.9103448	323	0.000370142	366	0.000503804	53	0.000036748	-0.305412074	0.271853763	-2.221239727	0.000381171	0.000225001	0.00022822	0.00104871	0.00025533	0.0014088	0.00002758	0.00005723	0.53641438	0.72698504	1.50043525	2.33795194	-2.43673026	-2.60630522	0.84374183	0.87227028	0.03768157	0.000401	no	0.002278	0.002593
LG21	2500000	2750000	0.531620240337536	0.243376	TE islands	21	0.404688	0.170972	3826.142857	554.9102564	240.4761905	114	0.000066471	55	0.000036071	284	0.000358086	-2.107500072	-2.00308377	-0.698993085	0.000222769	0.000139074	0.00001018	0.00001615	0.00000978	0	0.00012311	0.00005218	-2.14125782	-1.01918324	-1.59144083	0	-1.14182407	-1.20752456	0.83020336	0.82822831	0.02257726	0.002204	yes	0.001918	0.002198
LG21	2750000	3000000	0	0.77538	TE islands	21	0.380708	0.042912	12005.57143	203.4615385	241.7307692	190	0.00014526	162	0.00013892	1084	0.001820194	-1.733138716	-1.640552873	-0.554694946	0.00012939	0.0000763198	0.00005619	0.00027009	0.0000519	0.00009375	0.00172692	0.00208164	-0.81462778	-1.13432392	-0.23348103	-1.90721768	0.62723749	0.1522182	0.6660669	0.66542753	0.02002418	0.004082	yes	0.003372	0.004298
LG21	3000000	3250000	0	0.772088	TE islands	21	0.433612	0.042604	9376.2	224.48	217.3673469	577	0.000543231	480	0.000506001	1468	0.003049485	-1.375223097	-1.147973433	-0.613920972	0.00019408	0.000127872	0.0006044	0.00108241	0.00037762	0.00083123	0.00257946	0.0039088	-1.28244681	-1.01283205	-1.69896107	-1.05122412	-0.5788206	-0.73408381	0.70899	0.71075228	0.02258757	0.006842	yes	0.006243	0.00804
LG21	3250000	3500000	0	0.492128	TE islands	21	0.52298	0.07342	9587.590909	628.8043478	268.4637681	367	0.001800249	375	0.001866199	NA	NA	-0.731107199	-0.758646156	NA	0.0000162743	0.0000104203	0.0001682	0.00011248	0.00015694	0.00036918	0	0	-1.57008341	-1.02063166	-1.92162468	0.07534569	0	0	NA	NA	NA	0.007579	yes	0.008268	0.007044
LG21	3500000	3750000	0	0.457776	TE islands	21	0.555568	0.08112	10389.5	251.3962264	237.8275862	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00000748389	0.00000542031	0.00045422	0.00108715	0.00017387	0.00073953	0.00034556	0.00116324	-0.1540811	-0.00522312	-0.32156005	-0.28093088	1.27619866	1.35278889	NA	NA	NA	0.005285	yes	0.006757	0.008576
LG21	3750000	4000000	0	0.744796	TE islands	21	0.385292	0.017476	22801.58333	181.7058824	151.03125	447	0.000902915	426	0.000931942	794	0.002956573	-0.875989988	-0.717517051	-0.2904092	0.0000565407	0.0000293045	0.00009355	0.00055019	0.0000275	0.00050468	0.00092415	0.00158683	-2.37106107	-1.75414917	-1.43775133	0.67987421	1.14052558	2.01771587	0.51059419	0.51211876	0.02062397	0.002758	yes	0.002784	0.003551
LG21	4000000	4250000	0	0.582688	TE islands	21	0.532004	0.07882	7234.4	433.6190476	204.5151515	154	0.000595093	136	0.000671734	NA	NA	-1.302837921	-1.195687697	NA	0.0000301452	0.0000208696	0.00134422	0.00073724	0.00188363	0.00110711	0.00553685	0.00578712	-1.20967682	-1.25214424	-0.7128128	-1.71016802	0.43126094	-0.48352381	NA	NA	NA	0.005576	yes	0.005512	0.006505
LG21	4250000	4437275	0	0.648282	TE islands	21	0.556791	0.081549	6562	420.8108108	233.5970149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	no	0.007848	0.007931
LG21	500000	750000	25.0333347670307	0.048468	LDRs	21	0.386784	0.12786	6018.961538	534.7153285	191.5855856	267	0.000381021	272	0.00038054	288	0.000439654	0.474101259	0.202168533	-0.217468844	0.000300661	0.00017222	0.00015112	0.00085724	0.00017058	0.0008492	0.00053809	0.00063811	1.20147479	2.46577457	0.65749688	1.70050447	-0.12101038	-0.16945995	0.8238942	0.82169938	0.02459097	0.000424	no	0.002077	0.002271
LG21	750000	1000000	14.4512769649718	0.092468	LDRs	21	0.409272	0.096908	6164.352941	1139.0625	178.2214765	187	0.000208387	175	0.000209191	117	0.000128109	-0.581162964	-0.419119384	-1.248696692	0.000358398	0.000178073	0.00005361	0.00004442	0.00004358	0.00003156	0.00002527	0.00007841	-1.81106314	-1.88613213	-1.43951166	-1.00915398	-2.6265581	-0.33423148	0.90069778	0.90106245	0.02758471	0.000316	no	0.002424	0.002611
LG22	0	250000	NA	0.773112	TE islands	22	0.411976	0.034332	14438.58824	202.125	254.6470588	641	0.000469314	460	0.000413954	447	0.003429935	-1.733269161	-1.340521189	-0.006545697	0.000139894	0.000073435	0.00012483	0.00015521	0.00000893	0	0.00289114	0.01417559	-2.34192652	-2.28324117	-1.51737484	0	0.14569248	-0.32232283	0.7240982	0.70000278	0.02504237	0	no	0.016652	0.016035
LG22	1000000	1250000	11.45006998	0.033328	LDRs	22	0.405504	0.045724	10426.28571	1766.458333	112.6792453	690	0.00061447	695	0.000622745	85	0.000088381	-1.143310963	-1.298718573	-1.134531201	0.000270558	0.000204697	0.00077444	0.0012528	0.00073476	0.00130714	0.00050006	0.00030265	-1.49342277	-1.64381875	-1.30198005	-1.47200251	0.50096041	0.61700561	0.75723842	0.75897127	0.02168795	0	no	0.0017	0.001927
LG22	1250000	1500000	13.873069270107	0.031472	LDRs	22	0.442568	0.043324	13329	2851.5	130.4047619	794	0.000691657	814	0.00082996	72	0.000056225	-1.174617591	-0.854394828	-1.967367981	0.000325494	0.000261914	0.00051532	0.00072058	0.00066209	0.00101036	0.000062	0	-1.30106758	-1.31475762	-0.62886191	-0.80383703	-2.11354831	0	0.73074088	0.7656845	0.03761833	0.00008	no	0.001937	0.002121
LG22	1500000	1750000	11.1870671592427	0.040784	LDRs	22	0.429888	0.144728	1397.411765	1652.699248	242.8819876	779	0.000652806	774	0.000668708	64	0.000050281	-1.278635987	-1.342365842	-2.021649545	0.000281856	0.000223725	0.00014739	0.00128882	0.00013539	0.00143273	0.00001222	0	-1.63887226	-1.31035268	-1.62102692	-1.13284097	-0.88403455	0	0.77460004	0.77900721	0.0209379	0.000005	no	0.002241	0.002344
LG22	1750000	2000000	2.23513634318796	0.051252	LDRs	22	0.425196	0.16252	5421.068966	370.3517241	236.7948718	895	0.000920179	892	0.000969988	60	0.00004192	-0.655041311	-0.623378632	-2.232308331	0.000246195	0.00020158	0.00020109	0.00260849	0.00021221	0.00290668	0.00001169	0	-0.53674805	-0.18513507	-0.47990202	-0.0527427	0.32426289	0	0.72887241	0.74236416	0.02652402	0.000074	no	0.002286	0.002386
LG22	2000000	2250000	11.4769749060754	0.050468	LDRs	22	0.431764	0.059676	10592	1608.11828	143.5943396	848	0.000989492	848	0.001003396	67	0.000054893	-0.198664536	-0.311830881	-1.712678893	0.000277324	0.000238117	0.00064686	0.00147726	0.00061869	0.0014815	0.00003953	0.00004458	0.32337318	-0.09309162	0.16059298	-0.32908461	-2.69254909	-1.36993996	0.68235244	0.68906817	0.03416219	0.000505	no	0.00183	0.00204
LG22	2250000	2500000	15.9082536437008	0.054336	LDRs	22	0.465288	0.035088	8457.666667	3682.909091	129.6521739	604	0.000560563	620	0.000606795	69	0.000048525	-1.009960895	-0.999070072	-2.197407548	0.000250396	0.000201885	0.0003881	0.00057638	0.00043164	0.00056976	0.00008944	0.00009394	-1.51639095	-1.4243387	-1.12637556	-0.39552741	-1.85415417	-2.38794439	0.71193668	0.72639778	0.02438638	0.000005	no	0.001441	0.001611
LG22	250000	500000	NA	0.802388	TE islands	22	0.411588	0.033792	18147.53333	538.5	256.7647059	595	0.000556448	545	0.000573356	771	0.002571413	-1.446632244	-1.296544465	-0.590503941	0.0000594924	0.0000329855	0.00051148	0.00132896	0.00040429	0.00100513	0.00032521	0.00061245	-1.03625439	-1.18200065	-1.06739711	-1.1043223	1.09485846	1.51067013	0.37699646	0.37860967	0.0217893	0	no	0.003866	0.00383
LG22	2500000	2750000	19.46765097	0.045132	LDRs	22	0.410052	0.181868	4142.909091	525.8214286	252.3756614	702	0.000607805	687	0.000606805	24	0.000017751	-1.166819714	-1.274361972	-2.129843684	0.000215977	0.000166073	0.0002307	0.00147777	0.00021988	0.00130111	0.00000356	0	-0.87702609	-1.09500811	-1.34414399	-1.36893976	-1.44990575	0	0.78975547	0.79029274	0.02170449	0	no	0.001838	0.002045
LG22	2750000	3000000	19.46765097	0.040104	LDRs	22	0.388784	0.251676	2691.594595	351.4409449	214.5657492	787	0.000657242	766	0.000687117	124	0.000155903	-1.293415459	-1.253338725	-0.720543215	0.000276833	0.000210828	0.00014863	0.00124249	0.00015264	0.00126734	0.00001676	0.00001217	-1.40887065	-1.29547332	-1.2932474	-1.28699498	-1.72020722	-2.47601667	0.74742234	0.76115329	0.02155672	0	no	0.002012	0.002199
LG22	3000000	3250000	15.3473894095386	0.020784	LDRs	22	0.451112	0.130452	4827.666667	1144.171875	223.808642	803	0.000686563	781	0.000707684	53	0.000037084	-1.211122396	-1.2089276	-2.228719872	0.000306889	0.000239465	0.00028708	0.00250068	0.00030142	0.0024224	0.00000354	0	-1.07137339	-0.95908976	-1.06502679	-1.09528863	-1.61682677	0	0.76402453	0.77160198	0.02010714	0.000065	no	0.002082	0.002287
LG22	3250000	3500000	0	0.02792	LDRs	22	0.447668	0.091712	8301.294118	1147.530612	190.259542	793	0.00073015	778	0.000720188	113	0.000131413	-1.005917042	-1.157205452	-1.001927316	0.000268211	0.000213276	0.0003587	0.001409	0.00029861	0.00125786	0.0000263	0	-0.85882408	-0.48858368	-0.93667315	-0.82633664	-2.29502482	0	0.73429782	0.73646206	0.02268191	0.000005	no	0.001985	0.002109
LG22	3500000	3750000	NA	0.050124	LDRs	22	0.423908	0.10352	7001.681818	1671.326316	226.9756098	872	0.000852289	881	0.000877945	90	0.000099621	-0.884464398	-0.989186992	-1.037795406	0.000347164	0.000275959	0.00036518	0.0014809	0.00037154	0.00144977	0	0	-0.91267645	-0.74470964	-1.13429481	-1.13726261	0	0	0.71799931	0.72748343	0.02343828	0	no	0.002262	0.002268
LG22	3750000	4000000	NA	0.050984	LDRs	22	0.38842	0.18082	2839.5	659.4657534	188.2578125	857	0.000726369	887	0.000820674	60	0.000064031	-1.293074495	-1.19326465	-1.459453797	0.000313971	0.000244335	0.00013068	0.00122513	0.00016624	0.00147739	0	0.00001631	-1.35787094	-1.22215263	-1.25738328	-1.2287873	0	-2.50285586	0.76092344	0.78234955	0.02419052	0	no	0.002415	0.002502
LG22	4000000	4250000	NA	0.104324	TE islands	22	0.416108	0.188708	6203.464286	657.2074468	213.9504132	784	0.000813818	762	0.000832601	191	0.000336047	-0.954961437	-0.948109978	-0.855559726	0.000273794	0.000216089	0.00020132	0.00198523	0.00019023	0.00214849	0.00002612	0.0000967	-0.77230213	-0.55012225	-0.84657634	-0.47434846	-2.55423501	-1.7744334	0.69692023	0.71246377	0.02189077	0	no	0.002017	0.002104
LG22	4250000	4343458	NA	0.976289	TE islands	22	0.542104	0	121561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	no	0.009457	0.011125
LG22	500000	750000	0	0.819188	TE islands	22	0.39232	0.02332	23634.75	134.4285714	177.6486486	772	0.000673675	703	0.000674126	1081	0.001547282	-1.52628077	-1.448005564	-1.044955097	0.0000960736	0.0000593048	0.00084455	0.00085205	0.0006254	0.00111942	0.00109188	0.00265794	-1.21617856	-1.40372336	-1.8373862	-1.61122372	-1.12368833	-0.77448213	0.52777521	0.53560601	0.02037073	0.000006	no	0.003469	0.003554
LG22	750000	1000000	10.3343537947923	0.479384	TE islands	22	0.384676	0.148928	7341.333333	188.6101695	242.8231707	847	0.000787448	776	0.000801362	435	0.000870177	-1.15489533	-0.967128925	-0.230953744	0.000160132	0.00011948	0.00051588	0.001224	0.00040831	0.00125815	0.00008663	0.00033822	-0.82065613	-1.13603677	-1.25379913	-1.00007658	-2.29364607	-0.76769084	0.65583283	0.66877366	0.02279529	0.000007	no	0.003106	0.003558
LG23	0	250000	NA	0.727232	TE islands	23	0.413976	0.07674	20785.18182	836.3333333	1199.0625	863	0.001583826	778	0.001646995	2162	0.005751278	-0.860555111	-0.660277264	-0.749477267	0.0000625492	0.0000381451	0.0011675	0.00199859	0.00136731	0.00237415	0.00429187	0.00915573	0	0.36684007	-0.10321736	0.2449759	-0.2179068	-0.02390353	0.43663395	0.44422935	0.02176429	0	no	0.002569	0.002489
LG23	1000000	1250000	0	0.02792	LDRs	23	0.427484	0.071856	9144.454545	2051.430556	213.3595506	275	0.000459522	248	0.000346039	52	0.000037192	1.359214413	0.344157441	-2.110138098	0.0001818	0.000136102	0.0000738	0.00197482	0.00006832	0.00134845	0	0	1.78244385	2.31743873	1.06831942	0.11632577	0	0	0.87053018	0.84020567	0.04247863	0.000574	no	0.001668	0.001973
LG23	1250000	1500000	7.85293468170853	0.02818	LDRs	23	0.459644	0.064132	11479	3868.535714	262.8208955	199	0.000298367	193	0.000230354	67	0.00004476	0.834743737	-0.251938306	-2.282351086	0.00024296	0.00012487	0.0000447	0.0015163	0.00002876	0.00112199	0.00000734	0	1.10635265	2.4427421	0.29825369	0.54558741	-1.60065312	0	0.89841927	0.88028107	0.03820476	0.000132	no	0.001951	0.002091
LG23	1500000	1750000	18.21618989	0.039532	LDRs	23	0.422752	0.139252	3015.041667	1212.586957	208.9791667	219	0.000288243	172	0.000138915	51	0.000037965	0.003058359	-1.660040499	-2.072220431	0.000311929	0.000169219	0.00006851	0.00036938	0.00002679	0.00016306	0.00000693	0	-0.57613392	0.1405339	-2.13312412	-2.19156822	-2.40647494	0	0.90990677	0.87375791	0.06451452	0	no	0.00198	0.002251
LG23	1750000	2000000	24.1068808303037	0.036828	LDRs	23	0.44212	0.113236	9448.545455	1974.671642	360.5	322	0.000331938	276	0.000317263	59	0.000046255	-0.645890601	-0.407721506	-1.918955665	0.000303476	0.000192102	0.00000942	0.00035068	0.0000141	0.00030189	0.00002677	0.00003979	-1.96888305	-1.10814946	0.00820314	0.17629931	-1.56255449	-2.08531147	0.87108971	0.86476529	0.0245869	0.000057	no	0.001764	0.002046
LG23	2000000	2250000	8.41191121310871	0.04692	LDRs	23	0.391684	0.220732	5253.066667	474.24	207.5744681	534	0.000350445	1001	0.001137762	61	0.000077652	-1.835300048	-0.573590886	-0.447801014	0.000302446	0.000215856	0.00011193	0.0006945	0.00034886	0.00222389	0.00008738	0.00005128	-1.8189799	-1.84560838	-0.05695517	-0.5912451	1.88700311	-0.21449304	0.72663096	0.88669093	0.04782643	0.000379	no	0.002222	0.002674
LG23	2250000	2500000	4.817502791	0.039432	LDRs	23	0.4196	0.13636	2199.444444	1596.76378	245.1888112	833	0.00090216	850	0.000760653	106	0.000064691	-0.501121659	-1.250281223	-2.398166025	0.000221558	0.00012803	0.0001807	0.00175706	0.00019788	0.00169744	0.00000288	0	-1.23092662	-0.62514107	-1.2714708	-1.49107235	-1.66016935	0	0.76878327	0.73737794	0.02878461	0	no	0.002091	0.002238
LG23	250000	500000	NA	0.741624	TE islands	23	0.4066	0.043576	18834	242.15625	225.6226415	320	0.000310873	287	0.000316193	871	0.001189446	-1.132083164	-0.965541184	-0.840252905	0.0000800731	0.0000499133	0.00031584	0.00040417	0.0003302	0.00046594	0.00049479	0.00129486	-0.21626071	-0.42038904	0.16446924	-1.13631613	0.51528337	-1.36651577	0.32891254	0.32428196	0.02210253	0	no	0.002437	0.001673
LG23	2500000	2750000	9.35457777384781	0.037632	LDRs	23	0.422232	0.072452	5171.578947	2187.367647	205.9213483	931	0.001057512	897	0.000974473	110	0.000090609	-0.357123225	-0.670974012	-1.723500225	0.000314429	0.000194711	0.00038339	0.00212	0.00038243	0.00175154	0.00001122	0	-0.04810056	-0.05200647	-0.38903377	-0.75980285	-2.52192733	0	0.7090202	0.69378683	0.02698745	0.000679	no	0.002075	0.002172
LG23	2750000	3000000	10.4396120643477	0.0368	LDRs	23	0.406964	0.062064	4821.833333	3398.527027	206.9438202	886	0.001097541	858	0.001016415	73	0.000049559	-0.084099214	-0.404442204	-2.266582386	0.000271495	0.000148407	0.00021187	0.00242615	0.00025458	0.0021259	0	0.00004528	0.31122834	0.66012189	-0.26301292	0.17386269	0	-1.35123384	0.71302678	0.69414262	0.024839	0.002321	yes	0.002015	0.002506
LG23	3000000	3250000	26.3725108941284	0.037292	LDRs	23	0.411344	0.067416	3853.857143	3071.797101	213.7901235	955	0.001221525	823	0.000696967	62	0.000048246	0.026972601	-1.465103894	-1.955289625	0.000390187	0.000195189	0.00041944	0.00384313	0.00016134	0.00175779	0.00001681	0.00019498	-0.04759697	0.40266404	-1.89665917	-1.78226401	-0.73304978	-1.78833408	0.80907167	0.6879484	0.05001033	0.00131	yes	0.002362	0.002343
LG23	3250000	3500000	27.5073904201411	0.02994	LDRs	23	0.406456	0.173332	5037.5	887.8	252.0552995	685	0.000422643	825	0.000708213	80	0.000067936	-1.984187224	-1.384294985	-1.774943348	0.000269801	0.000132407	0.0001607	0.00084987	0.00018773	0.00132648	0.00001841	0.00006859	-1.79900886	-1.92659163	-1.35101261	-1.50302072	-2.2081538	-2.04409309	0.78695784	0.8522285	0.02695704	0.001055	yes	0.002195	0.00223
LG23	3500000	3750000	0	0.05732	LDRs	23	0.443248	0.066384	8833.380952	766.3239437	166.5963303	47	0.000029116	319	0.000190961	70	0.000061149	-2.048851716	-2.181011218	-1.735976856	0.000199897	0.0000768266	0.00001932	0	0.00004185	0.00006233	0.00000812	0	-0.37330823	0	-1.45019374	-1.85797987	-1.54547004	0	0.85073351	0.92257446	0.03146416	0.000005	no	0.001442	0.001523
LG23	3750000	3811114	NA	0.199185	LDRs	23	0.362323	0.249779	3909.75	255.9344262	211.0470588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	no	0.001912	0.001996
LG23	500000	750000	0	0.686596	TE islands	23	0.398036	0.030104	13496.76471	709.09375	158.82	183	0.00020652	188	0.000189183	908	0.001228781	-1.122010025	-1.380673137	-0.781020218	0.0000462825	0.0000215653	0	0.00064314	0	0.0002351	0.00043237	0.00053595	0	-0.31867403	0	0.17504974	0.14638572	-2.05090656	0.37350669	0.3693591	0.02199498	0.000005	no	0.001953	0.001679
LG23	750000	1000000	0	0.500084	TE islands	23	0.392856	0.086468	11351.47059	803.8395062	214.8363636	237	0.000179737	238	0.000192424	560	0.000490771	-1.526302853	-1.565427501	-1.635989269	0.0000729438	0.0000534349	0	0	0.00001429	0	0.00000369	0	0	0	-0.41891328	0	-1.75331142	0	0.52125538	0.52324383	0.02125089	0.000014	no	0.001105	0.000898
LG24	0	250000	NA	0.262096	LDRs	24	0.432736	0.198436	4589.612903	364.6024845	253.039823	721	0.000826623	930	0.001320657	1427	0.003755218	-1.216665542	-0.64302967	-0.396677348	0.000114646	0.0000653335	0.00006902	0.00006334	0.00034318	0.00140302	0.00043555	0.00063801	-1.99012794	-2.10237572	-0.52298259	-0.03944278	-0.31072853	0.09295813	0.44364668	0.55780559	0.06378955	0	no	0.002433	0.002343
LG24	1000000	1250000	8.70808054897191	0.037828	LDRs	24	0.44966	0.09278	6950.04	558.7692308	175.0507246	159	0.000173554	241	0.000230404	87	0.000060937	-0.481119431	-1.027531911	-2.187095123	0.000271429	0.000178305	0.00005071	0.00021929	0.00009348	0.00033911	0.000036	0.0000748	-1.99011796	-1.44450674	-1.45735677	-2.22158072	-2.95157345	-2.89939119	0.84686109	0.86904597	0.02833488	0.00003	no	0.001393	0.001509
LG24	1250000	1500000	7.72265478807302	0.038032	LDRs	24	0.444272	0.051724	8655.25	2357.732143	182.8243243	254	0.000370707	244	0.00045313	66	0.000051151	0.630151642	1.762755058	-1.961306187	0.000282767	0.000191841	0.00011687	0.00080293	0.00020465	0.00108446	0	0	0.71305133	1.12381049	0.3470171	3.00662051	0	0	0.81477806	0.83368765	0.04616438	0.000069	no	0.001676	0.001906
LG24	1500000	1750000	21.2531812274411	0.033548	LDRs	24	0.439484	0.0825	6677.25	1168.656863	166.9485294	119	0.000056278	39	0.000029805	71	0.000057429	-2.422031261	-1.835223626	-1.93489912	0.000241791	0.000123145	0.00001707	0.00011359	0.00000512	0.0000192	0.00000812	0.00002754	-2.29164164	-2.69323039	-1.43239401	-1.42110257	-1.43546918	-1.46368718	0.94474266	0.92523476	0.02390845	0	no	0.001999	0.002091
LG24	1750000	2000000	27.7959604403894	0.06246	LDRs	24	0.411604	0.060708	13231.84615	1489.580645	201.625	198	0.000179545	114	0.000165164	130	0.000114923	-1.102328208	0.250723588	-1.733335262	0.000301335	0.000162465	0.00000898	0.00002704	0	0.0000312	0.0000064	0	-1.27782822	-1.33076446	0	-1.36622431	-1.66016935	0	0.90606454	0.89437508	0.05737229	0.000222	no	0.001954	0.002256
LG24	2000000	2250000	21.2280812621017	0.051364	LDRs	24	0.393648	0.206368	3301.566667	567.718593	225.3754789	206	0.00028209	183	0.000270813	158	0.000185004	0.264253135	0.426793744	-1.141656296	0.000252243	0.000148204	0.00008086	0.00033597	0.00008099	0.00032275	0	0	0.46292175	1.42341275	0.44463403	2.49406128	0	0	0.83175667	0.82915946	0.02223367	0.000122	no	0.001605	0.001653
LG24	2250000	2500000	16.7108237248791	0.044668	LDRs	24	0.397824	0.276744	2218.609756	385.1715481	239.9391026	134	0.000185014	117	0.000189983	54	0.00005123	0.407173973	0.994427966	-1.477754062	0.000313462	0.000121421	0.00007546	0.0005318	0.00008908	0.00060917	0.00000335	0	0.47687463	1.553774	1.58233784	2.32457048	-2.4313891	0	0.91034927	0.91334971	0.02572012	0.000069	no	0.002083	0.002345
LG24	250000	500000	0	0.074852	LDRs	24	0.369036	0.194812	3373.948718	393.628866	210.1030534	257	0.000172339	899	0.001092807	96	0.000103096	-1.809268734	-0.316407059	-1.129318506	0.000222953	0.000129971	0.00007659	0.00020675	0.00045251	0.00217615	0.00000275	0	-1.48666904	-2.20025186	0.07777694	-0.21130631	-1.53511232	0	0.67575774	0.91288181	0.0803886	0.00024	no	0.002004	0.002134
LG24	2500000	2750000	19.7361373444994	0.063408	LDRs	24	0.425796	0.134564	4206.272727	788.99375	183.7621622	118	0.000114974	124	0.000150246	199	0.000243818	-0.927011321	-0.304388327	-0.854115362	0.000251486	0.00012874	0.0001007	0.00017338	0.0001279	0.00018204	0.00009047	0.00008405	-1.03629416	-1.85145012	0.92416894	0.19454733	-1.46322507	-0.20801272	0.89124053	0.89417824	0.03177221	0.000118	no	0.002209	0.002308
LG24	2750000	3000000	25.5981731096844	0.03402	LDRs	24	0.4286	0.104524	6236.8	940.4178082	165.0462428	136	0.00012731	116	0.000090025	38	0.000022717	-0.960339493	-1.632178985	-2.563135431	0.000247461	0.000132015	0.00002449	0.00017534	0.00002799	0.00015883	0.00001067	0	-0.69343159	-1.47102525	-1.53479818	-1.52103593	-2.29500038	0	0.94681748	0.93146643	0.04198816	0.000015	no	0.00191	0.002147
LG24	3000000	3250000	21.2887346052931	0.043372	LDRs	24	0.405648	0.17158	4453.961538	571.0175439	216.2730924	174	0.000227219	161	0.0001984	59	0.000062747	0.002776624	-0.362354369	-1.071818339	0.000176122	0.0000954497	0.00010282	0.00060043	0.00008046	0.0003856	0.00000905	0	-0.04598209	-0.21468987	-0.4633471	-0.72068374	-1.84050224	0	0.91837309	0.90166715	0.03885304	0.00001	no	0.001838	0.00209
LG24	3250000	3500000	13.8968925896905	0.311552	TE islands	24	0.393012	0.172636	4786.064516	415.7902098	243.2526316	254	0.000187476	114	0.000086162	237	0.000259655	-1.655382013	-1.791520363	-1.289330915	0.00013538	0.0000653914	0.00008592	0.00049071	0.00001459	0.00009801	0.00005254	0	-1.63205955	-1.6778698	-0.56662079	-0.84556393	-1.06113063	0	0.83993551	0.80244765	0.04748294	0.000005	no	0.001352	0.001537
LG24	3500000	3702185	NA	0.674506	TE islands	24	0.395494	0.018711	20552.63636	952.4	178.0909091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49244845	0.48139295	0.02269052	0	no	0.005377	0.00212
LG24	500000	750000	2.61862310708502	0.06184	LDRs	24	0.430292	0.125668	6827.333333	466.8429752	193.2880435	209	0.000118029	638	0.000710654	58	0.000048797	-2.141455283	-0.574444358	-1.793118017	0.000234775	0.000136131	0.00003752	0.00008479	0.00022907	0.00098258	0	0.00001419	-2.21568204	-2.28838042	-0.69291138	-1.26316786	0	-1.49789175	0.73486295	0.90908164	0.07545028	0.00024	no	0.001821	0.00203
LG24	750000	1000000	4.94154156388672	0.040704	LDRs	24	0.423508	0.069384	10886.6	1805.188406	274.1744186	247	0.000218537	417	0.000317758	57	0.000041355	-1.200669847	-1.673113174	-2.097152804	0.000178291	0.0000927973	0.00018302	0.00036613	0.0002215	0.00060964	0.00009248	0.0000545	-0.83965302	-1.84753433	-1.88854973	-1.25735108	-2.56640671	-2.26250116	0.84212919	0.88548485	0.02709521	0.000347	no	0.001599	0.001771
LG25	0	250000	NA	0.170328	LDRs	25	0.386016	0.150516	3814.25	945.0416667	237.7814208	90	0.000114398	120	0.000166446	172	0.000287367	-0.89903398	-0.95833868	-0.751962069	0.000218582	0.0000915656	0	0	0	0	0.00002848	0.00039248	0	0	0	0	-1.55106867	0.87302069	0.90542287	0.90583812	0.02493224	0	no	0.001751	0.002048
LG25	1000000	1250000	33.2574650438988	0.041012	LDRs	25	0.385508	0.045212	8132.75	3980.150943	195.952381	20	0.000015662	20	0.000016639	52	0.00003402	-1.688182218	-1.556406431	-2.354262913	0.000218856	0.0000836814	0	0	0	0	0	0	0	0	0	0	0	0	0.96170361	0.96260351	0.02759934	0.000015	no	0.001807	0.002002
