chr	start	end	RR	TE	region	CHR	GENE	GC	Pi_Una	Pi_Itabuna	tajD_Una	tajD_Itabuna	pi_indels	Pi_nonsyn_Una	Pi_syn_Una	Pi_nonsyn_Itabuna	Pi_syn_Itabuna	Pi_nonsyn_Tenerife	Pi_syn_Tenerife	Fst_Tenerife_Itabuna	Fst_Tenerife_Una	dxy_PQueen_PMale	dxy_Una_Taiwan	dxy_Itabuna_Leiden	introgression
LG16	0	250000	NA	0.069024	LDRs	16	0.241328	0.424992	0.000670789	0.000671307	-0.544791743	-0.48085236	0.000161767	0.00009266	0.0009433	0.00008555	0.00103535	0.0000277	0.00003362	0.60613562	0.62000372	0	0.001067	0.00102	no
LG16	1000000	1250000	10.960275431703	0.035224	LDRs	16	0.105972	0.407452	0.00066166	0.000343811	-0.979992905	-1.788776923	0.000236793	0.00017694	0.00108758	0.00014692	0.0004757	0.00003225	0.000047	0.83233066	0.74169071	0	0.001691	0.001545	no
LG16	1250000	1500000	5.22906219193884	0.048708	LDRs	16	0.137392	0.391104	0.000626371	0.000326322	-1.031131867	-1.593062806	0.000205542	0.00016077	0.00098532	0.00007342	0.000325	0	0	0.80970991	0.71504161	0	0.001653	0.001556	no
LG16	1500000	1750000	2.6189996520219	0.045444	LDRs	16	0.086688	0.416692	0.00092781	0.000427857	-0.844186495	-1.61148288	0.000241719	0.00074512	0.00179687	0.00043869	0.00077512	0	0	0.86413363	0.75622565	0.000015	0.00238	0.002231	no
LG16	1750000	2000000	1.10396234196324	0.036936	LDRs	16	0.13382	0.406612	0.000773242	0.000479315	-0.929153551	-1.793977816	0.000264671	0.00019624	0.00207401	0.00013392	0.00162339	0.000007	0.00001174	0.82665645	0.74883654	0.000005	0.002051	0.00188	no
LG16	2000000	2250000	0	0.04376	LDRs	16	0.047492	0.441648	0.00030765	0.000326927	-1.50655379	-2.161757654	0.000241502	0.0001131	0.00088682	0.00015793	0.00057119	0.00005805	0	0.8733247	0.87955372	0.000005	0.002415	0.002295	no
LG16	2250000	2500000	8.54106733151257	0.026256	LDRs	16	0.138204	0.447648	0.000199183	0.000553621	-2.074364479	-1.762830686	0.000231767	0.00007256	0.00083922	0.00019568	0.00181581	0.00001938	0.00004944	0.84002319	0.91959169	0.000005	0.002314	0.002294	no
LG16	250000	500000	5.99279506694435	0.046332	LDRs	16	0.165616	0.40548	0.00093922	0.000953086	-0.171996088	-0.167921246	0.000264615	0.00010568	0.00223305	0.00010206	0.0020135	0.00000336	0.00001014	0.66446963	0.67350529	0.000286	0.001714	0.001732	no
LG16	2500000	2750000	13.66685614	0.0416	LDRs	16	0.067284	0.494664	0.000089797	0.000373522	-2.21369537	-1.958955047	0.000186558	0.00003384	0.00011169	0.00017061	0.0007238	0.00000511	0.00005007	0.79558479	0.88116142	0	0.001737	0.001515	no
LG16	2750000	3000000	13.66685614	0.039004	LDRs	16	0.152912	0.461992	0.000067717	0.000098443	-2.32801987	-2.319841204	0.000218484	0.00003078	0.00006475	0.00002789	0.00020822	0.00000621	0	0.93605424	0.93629997	0.000005	0.001827	0.002044	no
LG16	3000000	3250000	13.66685614	0.02676	LDRs	16	0.217548	0.370288	0.000061864	0.00006554	-2.427805553	-2.480466509	0.000218994	0.00003418	0.00007912	0.00001486	0.00006298	0.00000909	0	0.95954054	0.95369605	0	0.001854	0.002079	no
LG16	3250000	3500000	17.851813903773	0.042132	LDRs	16	0.123192	0.40908	0.000115427	0.000162745	-1.83633082	-1.791214193	0.000263888	0.00002323	0.00021566	0.00003715	0.0001779	0.00000964	0	0.90807252	0.92723692	0.000005	0.002139	0.002217	no
LG16	3500000	3750000	18.4756790049042	0.036228	LDRs	16	0.16812	0.404068	0.000116883	0.000179513	-1.542202822	-1.42686978	0.00032676	0.00003623	0.00020989	0.00007582	0.00037981	0.00003749	0.00029314	0.92225476	0.94007886	0.000005	0.002304	0.002498	no
LG16	3750000	4000000	12.9795479013547	0.069068	LDRs	16	0.113244	0.426084	0.00009219	0.000100567	-1.267256787	-1.794339421	0.000241325	0.00003192	0	0.00006118	0.00005385	0	0	0.91491169	0.91679646	0.00001	0.002186	0.002386	no
LG16	4000000	4250000	9.8608583943646	0.02312	LDRs	16	0.14984	0.400144	0.000121761	0.000161826	-1.264000819	-0.96995209	0.000287801	0.00002283	0.00022651	0.00004291	0.0003806	0.00008791	0.00041649	0.91993662	0.92940607	0.00003	0.002139	0.002219	no
LG16	4250000	4500000	0	0.102896	TE islands	16	0.293284	0.387392	0.000039325	0.000041648	-1.394306189	-1.660780875	0.000205091	0.00000555	0.00004454	0.00000407	0.00003078	0.00003514	0.00005351	0.92023581	0.92355992	0.000011	0.001365	0.001444	no
LG16	4500000	4750000	0	0.584688	TE islands	16	0.08836	0.398476	0.000383357	0.000362794	-1.185045506	-1.022350417	0.000107315	0.00007297	0	0.00012508	0.00024378	0.00020478	0.00043616	0.62298049	0.62394315	0	0.002918	0.002998	no
LG16	4750000	5000000	0	0.76718	TE islands	16	0.02742	0.427016	0.000388754	0.000360627	-1.695765796	-1.550409898	0.000115994	0.00015497	0.00077128	0.00002013	0	0.00030676	0.00061568	0.67848068	0.67460733	0.000005	0.004024	0.003769	no
LG16	500000	750000	0	0.117748	LDRs	16	0.125436	0.435392	0.000831457	0.00073837	-0.440897198	-0.885163339	0.000232501	0.00018295	0.00170418	0.0001655	0.00131287	0.00007427	0.00019092	0.72979595	0.70399498	0.000125	0.001784	0.001482	no
LG16	5000000	5250000	NA	0.811032	TE islands	16	0.024708	0.400252	0.000461177	0.000366092	-1.761731229	-1.117378812	0.000112391	0.0002712	0.00025471	0.00032287	0.00016965	0.00093507	0.00140478	0.51007641	0.50216229	0	0.005268	0.004179	no
LG16	5250000	5477151	NA	0.895933	TE islands	16	0.026762	0.433399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5598156	0.55636227	0	0.007198	0.001569	no
LG16	750000	1000000	8.4345507385742	0.075656	LDRs	16	0.206112	0.403952	0.00067024	0.00050669	-1.090242699	-1.650816377	0.000183525	0.00020184	0.0013475	0.0001498	0.00088986	0.00000378	0.00000837	0.81513581	0.76840541	0.000005	0.001808	0.001589	no
LG17	0	250000	0	0.102988	LDRs	17	0.226948	0.437688	0.00122938	0.001458166	0.421383298	0.978335404	0.000227221	0.0003742	0.00259119	0.00048989	0.0027421	0.00007156	0.00003192	0.47247015	0.56793653	0.002187	0.001858	0.002032	yes
LG17	1000000	1250000	0	0.072924	LDRs	17	0.016336	0.4351	0.000889826	0.001213421	-0.132593194	1.090275623	0.000218759	0.00091145	0.00020207	0.00131147	0.00052612	0	0	0.49419053	0.6427374	0.000385	0.001737	0.001791	no
LG17	1250000	1500000	0	0.031872	LDRs	17	0.174908	0.411844	0.001117117	0.00154449	-0.057687791	1.330049075	0.000218154	0.00026475	0.00298087	0.00029292	0.0041527	0.00000638	0.00004032	0.52548926	0.68079247	0.000625	0.002003	0.002287	no
LG17	1500000	1750000	0	0.038412	LDRs	17	0.145212	0.418224	0.001156548	0.001553222	0.04748981	1.302762455	0.000289518	0.00026378	0.00262636	0.00035518	0.00314906	0	0	0.51881188	0.66672691	0.000677	0.002208	0.002249	no
LG17	1750000	2000000	0	0.040524	LDRs	17	0.022664	0.469736	0.001290352	0.001673415	0.148541761	1.162678669	0.000217913	0.00118975	0.00130833	0.0014408	0.00198565	0	0	0.49946621	0.63969306	0.001041	0.002115	0.00237	yes
LG17	2000000	2250000	0	0.023472	LDRs	17	0.03076	0.472556	0.001196283	0.001608495	0.085467381	1.325605151	0.000174928	0.00113927	0.00245632	0.00144989	0.00299794	0.00015595	0.00010034	0.52184638	0.67104367	0.000749	0.002283	0.002476	no
LG17	2250000	2500000	0	0.031864	LDRs	17	0.086144	0.454112	0.00143007	0.001815197	0.277250321	1.412863619	0.000242404	0.00036583	0.0031839	0.00046687	0.00409792	0	0	0.51743233	0.65575916	0.000933	0.002668	0.002854	no
LG17	250000	500000	0	0.02798	LDRs	17	0.133964	0.4351	0.0011778	0.001625648	0.103927759	1.490772567	0.000232986	0.0001331	0.00254379	0.00021638	0.00393316	0.00002447	0.00019873	0.5151445	0.66492992	0.002677	0.002235	0.00245	yes
LG17	2500000	2750000	0	0.070432	LDRs	17	0.16748	0.421132	0.001286268	0.001601066	0.367240495	1.302774914	0.000246308	0.00036089	0.00236724	0.00039611	0.00294789	0.00000967	0.00001116	0.5026042	0.63434134	0.000834	0.002054	0.002124	no
LG17	2750000	3000000	0	0.038884	LDRs	17	0.170552	0.410544	0.001234379	0.001730583	-0.107294703	1.357677682	0.00030697	0.0003523	0.00214996	0.00041446	0.00294846	0.00001481	0.00008419	0.51583681	0.67954744	0.000854	0.002653	0.00274	no
LG17	3000000	3250000	0	0.052344	LDRs	17	0.10754	0.410728	0.001029299	0.001443447	-0.135360928	1.303914374	0.000273083	0.00029874	0.00214721	0.00048587	0.00311716	0	0	0.52766049	0.68362575	0.000566	0.001964	0.002178	no
LG17	3250000	3500000	0	0.01858	LDRs	17	0.041472	0.456644	0.000978212	0.00136534	-0.157259277	1.385437971	0.00022459	0.00063617	0.00291098	0.00091934	0.00464522	0.00002442	0	0.51735889	0.67841159	0.000533	0.002004	0.002175	no
LG17	3500000	3750000	0	0.034328	LDRs	17	0.121164	0.42536	0.000896616	0.001491567	-0.62588623	1.187953296	0.000243734	0.00026428	0.00135404	0.00056554	0.00253108	0.0000074	0.0000126	0.54965136	0.73375656	0.000227	0.002187	0.002441	no
LG17	3750000	4000000	0	0.02792	LDRs	17	0.060048	0.448684	0.001180032	0.001380179	0.294307571	0.915149375	0.000280719	0.0003492	0.00180338	0.00037652	0.00196324	0	0.00002461	0.52480291	0.6263193	0.002059	0.00187	0.002016	yes
LG17	4000000	4250000	0	0.043768	LDRs	17	0.049172	0.427584	0.001148544	0.001471308	-0.038291715	0.746408896	0.00032113	0.00052368	0.00092719	0.00106122	0.00115378	0	0.0000487	0.52784214	0.65862409	0.002282	0.001888	0.002192	yes
LG17	4250000	4500000	0	0.064032	LDRs	17	0.039152	0.392136	0.001627381	0.0017125	0.700045247	0.740081626	0.000265438	0.00104334	0.00165229	0.00103783	0.00122915	0.0000805	0.00004908	0.51984062	0.59069601	0.002739	0.002209	0.002426	yes
LG17	4500000	4750000	0	0.349704	TE islands	17	0.145884	0.3957	0.003660251	0.003269847	1.179743165	0.839696482	0.000336167	0.00151148	0.00457061	0.00143956	0.00460067	0.0001318	0.00023384	0.50467334	0.4838431	0.00615	0.004486	0.005907	yes
LG17	4750000	5000000	0	0.765252	TE islands	17	0.062376	0.411048	0.005217751	0.003562551	0.643704555	-0.086501361	0.000175691	0.00192676	0.00392095	0.00117246	0.00206498	0.0071986	0.02437671	0.4180962	0.40037485	0.011284	0.012841	0.015023	yes
LG17	500000	750000	0	0.044744	LDRs	17	0.127392	0.436096	0.001221116	0.001388933	0.739503956	1.24355737	0.000298002	0.00032041	0.00251024	0.0003551	0.0028566	0.00000804	0.00002714	0.54910495	0.60889498	0.0017	0.002131	0.002161	yes
LG17	5000000	5213470	0.988550263100387	0.912025	TE islands	17	0.059151	0.40587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.30952378	0.30160611	0.007194	0.006433	0.008379	yes
LG17	750000	1000000	0	0.057368	LDRs	17	0.03378	0.433108	0.001360637	0.001562785	0.623661933	1.186024414	0.000273687	0.00082838	0.00226293	0.00109009	0.00276247	0	0.00021501	0.54733668	0.61914332	0.000483	0.002182	0.00251	no
LG18	0	250000	0	0.08094	LDRs	18	0.076212	0.44856	0.00058642	0.001093691	-1.367517799	0.037330632	0.000135952	0.00014576	0.00057204	0.00031377	0.00155459	0.00012345	0.00002852	0.54835315	0.71309361	0.000003	0.001343	0.001298	no
LG18	1000000	1250000	0.299484458841748	0.026828	LDRs	18	0.025788	0.40174	0.000467491	0.000690867	-1.647538455	-1.04308872	0.000168839	0.00032242	0.0005974	0.00039391	0.00113067	0.00001379	0	0.75993956	0.82512975	0.000002	0.001858	0.001873	no
LG18	1250000	1500000	0	0.03444	LDRs	18	0.072484	0.368516	0.000512643	0.000878859	-1.647633938	-0.583669409	0.000188799	0.00006124	0.0003535	0.00012406	0.00061128	0.00001884	0	0.7218842	0.82624818	0	0.001914	0.001919	no
LG18	1500000	1750000	0	0.018728	LDRs	18	0.056896	0.381052	0.000523497	0.001024246	-1.662758102	-0.237204771	0.000211969	0.00012918	0.0009388	0.0002353	0.00166614	0.00002669	0	0.70396266	0.83925787	0	0.00189	0.001865	no
LG18	1750000	2000000	0	0.041652	LDRs	18	0.164096	0.39508	0.000413456	0.00084533	-1.731875028	-0.191938142	0.000162379	0.00005969	0.00096473	0.00011581	0.00221012	0.00000236	0	0.69756893	0.83850649	0	0.001759	0.001698	no
LG18	2000000	2250000	0	0.07496	LDRs	18	0.240784	0.39042	0.000401598	0.00089941	-1.7835142	-0.110806445	0.000161106	0.0000844	0.00073336	0.00019108	0.00182714	0.00000626	0	0.67483275	0.82918906	0.000005	0.001728	0.001715	no
LG18	2250000	2500000	0	0.025052	LDRs	18	0.087956	0.465864	0.000333178	0.000776982	-1.812908518	0.078808409	0.000152508	0.00022825	0.00062086	0.00050139	0.00145949	0.00001663	0.0002037	0.66226238	0.82834353	0	0.001615	0.001471	no
LG18	250000	500000	11.9070717810444	0.043044	LDRs	18	0.14036	0.396648	0.000615094	0.001165193	-1.397938655	0.251425433	0.000235792	0.00021097	0.00118734	0.00030517	0.00217464	0.00000992	0.00003527	0.63112721	0.79652551	0.000008	0.001723	0.001594	no
LG18	2500000	2750000	0	0.045884	LDRs	18	0.12652	0.424872	0.000401886	0.001007062	-1.877345514	0.321185895	0.000195565	0.00021851	0.00073318	0.00047229	0.0022649	0.00000759	0.00002894	0.63622775	0.83142666	0.000005	0.001743	0.001712	no
LG18	2750000	3000000	0	0.02716	LDRs	18	0.140284	0.42308	0.000336808	0.000821351	-1.804310463	0.391914618	0.000166106	0.00015657	0.00073998	0.00028843	0.00150744	0.00001826	0.00004911	0.64027899	0.83156046	0	0.001497	0.001477	no
LG18	3000000	3250000	0	0.038312	LDRs	18	0.183428	0.390084	0.000349027	0.000865927	-1.775464374	0.413450247	0.000139581	0.00007966	0.00060532	0.00015839	0.00148119	0.00001416	0.00004541	0.63375423	0.83362758	0.000005	0.001426	0.001427	no
LG18	3250000	3500000	0	0.024052	LDRs	18	0.020588	0.417756	0.000453973	0.001140337	-1.799265882	0.438683326	0.000159476	0.00031839	0.0001966	0.00084389	0.00098233	0.00002457	0	0.64301341	0.84499875	0.000005	0.002117	0.001888	no
LG18	3500000	3750000	0	0.037568	LDRs	18	0.169216	0.40992	0.000353538	0.000915635	-1.814039718	0.430026022	0.000127597	0.00011471	0.00075196	0.00026175	0.00199131	0.00004864	0.00036085	0.6274443	0.83094135	0	0.001787	0.00156	no
LG18	3750000	4000000	0	0.039948	LDRs	18	0.157512	0.441288	0.000420581	0.000996852	-1.739718641	0.600264257	0.000176226	0.00009466	0.00085331	0.00017732	0.00192731	0.00001949	0	0.62648679	0.82542756	0	0.001809	0.001656	no
LG18	4000000	4250000	0.249151824911226	0.022264	LDRs	18	0.128712	0.425568	0.000483939	0.001184581	-1.738410087	0.469321769	0.000195291	0.00026389	0.00125513	0.0006273	0.00337068	0.00006958	0.0001517	0.6433826	0.83786159	0.00001	0.002188	0.002072	no
LG18	4250000	4500000	0	0.023444	LDRs	18	0.144108	0.408864	0.000407611	0.001088874	-1.785249731	0.871462781	0.000163484	0.00013521	0.0008852	0.00039832	0.00264051	0.00000558	0	0.61254381	0.84858171	0.000005	0.001639	0.001557	no
LG18	4500000	4750000	0	0.055468	LDRs	18	0.292364	0.345848	0.000302705	0.000930885	-1.931802508	0.203367461	0.000142823	0.00006657	0.00076631	0.00031415	0.00257845	0.00043724	0.00118181	0.54597208	0.77018345	0	0.00143	0.001382	no
LG18	4750000	5000000	0	0.040144	LDRs	18	0.181008	0.3815	0.000387489	0.001100552	-1.811972761	0.80408107	0.00016988	0.00010093	0.00090122	0.00032384	0.00212704	0.0000046	0	0.60939996	0.84717534	0	0.001565	0.001555	no
LG18	500000	750000	10.315472475441	0.04362	LDRs	18	0.147372	0.409252	0.000405129	0.000699792	-1.768764776	-0.772790658	0.000181331	0.0000985	0.00037916	0.00015555	0.00073871	0.00004085	0.00006429	0.74071584	0.83595451	0.000005	0.001789	0.001589	no
LG18	5000000	5200860	0	0.044066	LDRs	18	0.087578	0.430579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.60048508	0.83002974	0.000006	0.00161	0.001528	no
LG18	750000	1000000	2.641225654	0.034952	LDRs	18	0.138672	0.378876	0.000398076	0.00059792	-1.509369241	-0.747867937	0.000157928	0.00006041	0.00067108	0.00007239	0.0007443	0	0	0.73410987	0.81234236	0	0.001464	0.001473	no
LG19	0	250000	NA	0.058056	LDRs	19	0.212236	0.396148	0.000026922	0.000014672	-2.168865722	-1.662315526	0.000214646	0.00000897	0.00003586	0	0.00003417	0.00000385	0.00003725	0.9701682	0.96471049	0	0.001957	0.002081	no
LG19	1000000	1250000	NA	0.122116	LDRs	19	0.216728	0.393068	0.000013467	0.000015661	-1.725985264	-1.321761972	0.000196566	0	0	0.00000264	0	0.00000283	0	0.96776247	0.96757871	0	0.001506	0.001675	no
LG19	1250000	1500000	NA	0.091884	LDRs	19	0.226268	0.387148	0.000204623	0.000221185	-1.187841778	-1.379366508	0.00029561	0.00003524	0.00004051	0.00004912	0.00001771	0.00005012	0.00004612	0.86474422	0.86657717	0	0.002541	0.002562	no
LG19	1500000	1750000	0	0.051252	LDRs	19	0.115868	0.432128	0.000016034	0.000014863	-2.052696748	-2.107489099	0.00026067	0	0	0.00000599	0.00001656	0	0	0.95243266	0.95123578	0.000005	0.002049	0.002259	no
LG19	1750000	2000000	11.3186829709924	0.054224	LDRs	19	0.075964	0.40588	0.000277302	0.000183764	0.792249172	-0.614957185	0.000315333	0	0.00025963	0	0.00021675	0	0	0.90981117	0.88717237	0.00019	0.001893	0.002085	no
LG19	2000000	2250000	14.08065842	0.039824	LDRs	19	0.24796	0.410612	0.000020123	0.000027644	-1.54320375	-1.76793764	0.000260752	0.00001325	0.00001576	0.0000214	0.00004306	0.00000428	0.0000389	0.95119126	0.95311689	0	0.00224	0.002423	no
LG19	2250000	2500000	16.0741593952263	0.039048	LDRs	19	0.041432	0.438648	0.00034669	0.000332918	1.464212525	1.102221638	0.000417586	0.00008087	0.00134536	0.0000674	0.00120113	0	0	0.86445023	0.86139963	0.000285	0.002032	0.002137	no
LG19	250000	500000	NA	0.04582	LDRs	19	0.047864	0.4267	0.000028248	0.000030991	-1.366198823	-1.457837516	0.000213815	0	0.00012562	0	0.00009714	0.00000991	0	0.95813142	0.95920752	0	0.001945	0.002057	no
LG19	2500000	2750000	5.20997501801219	0.037396	LDRs	19	0.144916	0.461808	0.00018058	0.000221184	0.710445477	-0.076323323	0.000342592	0.00004237	0	0.00006302	0.00012495	0.00001371	0	0.89715573	0.90584492	0.000266	0.002084	0.002196	no
LG19	2750000	3000000	10.5836736736172	0.030744	LDRs	19	0.099904	0.44158	0.000054594	0.000072177	-1.507748432	-1.048624403	0.000346866	0.00001452	0.00008745	0.00002278	0.0000716	0.00004169	0	0.92823052	0.93084453	0	0.001982	0.002018	no
LG19	3000000	3250000	27.0592770244238	0.050072	LDRs	19	0.06796	0.421456	0.000371733	0.000351596	1.782434948	1.024963957	0.000410536	0.00007114	0.0000983	0.00006254	0.00010559	0.00000709	0	0.8866309	0.88147355	0.000241	0.002532	0.002723	no
LG19	3250000	3500000	29.262989913227	0.035696	LDRs	19	0.158512	0.406116	0.000161676	0.000170288	-0.202285408	-0.174025142	0.000275107	0.00001824	0.00012648	0.0000181	0.00015501	0.0000402	0.00003051	0.92560434	0.93031305	0.000155	0.002262	0.002486	no
LG19	3500000	3750000	24.0127574206487	0.026184	LDRs	19	0.06708	0.474308	0.000497455	0.000529979	1.409320068	1.694306531	0.000298364	0.00016251	0.00078215	0.00017274	0.00091401	0.00001035	0	0.80051632	0.80763519	0.000192	0.001787	0.001917	no
LG19	3750000	4000000	11.393620838818	0.054724	LDRs	19	0.10992	0.437256	0.000157536	0.000194258	0.423057979	1.438883508	0.000263574	0.00006067	0.00058378	0.00009951	0.0005351	0.00000472	0	0.88785491	0.89857356	0.00001	0.001986	0.002243	no
LG19	4000000	4250000	11.7212664	0.147812	TE islands	19	0.134052	0.38616	0.000109389	0.00012893	-0.662028684	-0.628837754	0.000232068	0.00004009	0.00013109	0.00006977	0.0001493	0.00015149	0.00006391	0.90317158	0.90442075	0	0.002155	0.002426	no
LG19	4250000	4500000	8.78907261331627	0.741072	TE islands	19	0.02374	0.414156	0.000295509	0.00025498	-1.638700174	-1.626875924	0.000129695	0.00004565	0	0.0000665	0.00008585	0.00053687	0.00307595	0.65156596	0.64941092	0.000006	0.004529	0.004393	no
LG19	4500000	4750000	4.96618586762817	0.847928	TE islands	19	0.0305	0.424188	0.000229437	0.000168856	-1.632699889	-1.340963104	0.000189862	0.00034461	0.00063049	0.00016363	0.00007514	0.00100538	0.00182515	0.78759847	0.7830535	0.000015	0.005684	0.005868	no
LG19	4750000	5000000	NA	0.952696	TE islands	19	0.01434	0.389352	0.002634796	0.002229369	-0.757411117	-0.6910277	0.0000806797	0.00239628	0.00898426	0.00196752	0.00976687	0.01486209	0.02095235	0.53148846	0.52602762	0.000015	0.007262	0.007103	no
LG19	500000	750000	NA	0.047628	LDRs	19	0.27378	0.3904	0.000034271	0.000019692	-1.950608408	-2.015604601	0.000256921	0.0000141	0.00001551	0.00001195	0	0.00000987	0	0.94818667	0.94715154	0.000005	0.002082	0.002166	no
LG19	5000000	5027330	NA	1	TE islands	19	0	0.331833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.000355	0	no
LG19	750000	1000000	NA	0.03298	LDRs	19	0.21434	0.422264	0.000027792	0.000057844	-1.700008096	-2.312298638	0.000183824	0.00000785	0.00001818	0.00002301	0.00015865	0.00000405	0.00001195	0.94526287	0.96211619	0.000005	0.001679	0.001881	no
LG2	0	250000	2.56202666506369	0.065276	LDRs	2	0.077292	0.398184	0.000226623	0.000292499	-1.299310465	-0.241307311	0.000221913	0.00010388	0.00010052	0.0000631	0.00013415	0.00061432	0.00152044	0.86921951	0.86440237	0.000351	0.002011	0.002155	no
LG2	1000000	1250000	4.00076814703748	0.040364	LDRs	2	0.135056	0.380484	0.000333589	0.000140299	-1.625115233	0.163195779	0.000213493	0.00008348	0.00109992	0.00008316	0.00069394	0	0	0.92978928	0.86335114	0.000294	0.002075	0.002087	no
LG2	10000000	10250000	0	0.029184	LDRs	2	0.2204	0.394592	0.000121888	0.000017746	-2.292378296	-1.866343349	0.000148557	0.00002997	0.0003381	0	0.00003553	0.00002745	0.00002835	0.96408252	0.90862472	0.000022	0.001449	0.001551	no
LG2	10250000	10500000	0	0.038492	LDRs	2	0.077036	0.37994	0.000248012	0.000110829	-1.760905792	0.198570498	0.000198355	0.00010868	0.00038201	0.00003618	0.00021038	0.00001514	0	0.94147264	0.88448444	0.000162	0.00186	0.001978	no
LG2	10500000	10750000	0	0.040916	LDRs	2	0.07376	0.38586	0.000191191	0.00003726	-2.253052279	-0.764569295	0.000169686	0.00004446	0.00052954	0	0.00012667	0	0	0.97108173	0.914195	0.00004	0.002094	0.0023	no
LG2	10750000	11000000	0	0.034288	LDRs	2	0.039404	0.4166	0.000156623	0.000023411	-2.312745439	-1.405286838	0.000166145	0.00007451	0.00008237	0	0	0.00001469	0	0.9664105	0.91217832	0.000008	0.001868	0.001972	no
LG2	11000000	11250000	0	0.045456	LDRs	2	0.02158	0.389872	0.000173859	0.000037809	-2.279797628	-0.622764708	0.000229428	0.00009407	0.00016239	0	0	0	0	0.96974144	0.91761328	0.00005	0.001989	0.002188	no
LG2	11250000	11500000	0	0.02616	LDRs	2	0.170228	0.368688	0.000177538	0.000034183	-2.316886715	-1.090026899	0.000250663	0.00005274	0.00033875	0.00000911	0	0.00001948	0.00005909	0.96266881	0.90941081	0.00002	0.001899	0.002127	no
LG2	11500000	11750000	0.332574398539067	0.124836	LDRs	2	0.030708	0.399572	0.000273283	0.000170431	-1.436728406	0.743473925	0.000240236	0.00001873	0.00039918	0	0.00019138	0.00003079	0	0.91147635	0.86710111	0.000243	0.001659	0.001917	no
LG2	11750000	12000000	2.53847052105915	0.042332	LDRs	2	0.101276	0.386536	0.00037682	0.000257409	-1.119049302	1.029547492	0.000237122	0.00002935	0.00052241	0	0.0001871	0.00001415	0	0.89845424	0.8521115	0.000318	0.001857	0.002045	no
LG2	12000000	12250000	0.803268983502823	0.023432	LDRs	2	0.135056	0.43588	0.000327531	0.000182357	-1.649373675	1.345829575	0.000211873	0.00017581	0.00148585	0.00014606	0.00130097	0.00021973	0.00052453	0.91039384	0.86432056	0.000279	0.002203	0.002355	no
LG2	12250000	12500000	0	0.023844	LDRs	2	0.117908	0.443536	0.000227139	0.000089364	-2.298473304	-1.033627792	0.000160872	0.00009259	0.00030752	0.00005385	0.00015538	0	0	0.95451237	0.9050761	0.000035	0.002288	0.002494	no
LG2	1250000	1500000	1.29065398717738	0.064968	LDRs	2	0.186216	0.362316	0.000153388	0.000009488	-2.441067838	-1.954893339	0.000193872	0.0000535	0.00015477	0.00000731	0	0.00000351	0	0.98339615	0.94270782	0.000002	0.002794	0.003062	no
LG2	12500000	12750000	0	0.031224	LDRs	2	0.132672	0.427572	0.000225006	0.000163491	-2.346120438	-1.833806863	0.000274863	0.00004081	0.00050505	0.00002467	0.00012986	0.00000962	0	0.93957081	0.90394062	0	0.0024	0.002687	no
LG2	12750000	13000000	0	0.072936	LDRs	2	0.209068	0.38592	0.000167318	0.00005064	-2.34628821	-1.835372204	0.000260122	0.00003942	0.00043329	0.00001165	0	0.00000296	0	0.9656045	0.91347323	0.000005	0.001988	0.002152	no
LG2	13000000	13226410	0	0.056407	LDRs	2	0.222415	0.412972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.90695551	0.84885515	0.000006	0.001498	0.001826	no
LG2	1500000	1750000	0	0.037924	LDRs	2	0.157568	0.36784	0.000223061	0.000013996	-2.380590715	-1.614609042	0.000269534	0.00009521	0.0003801	0	0	0	0	0.98196745	0.93055421	0	0.002911	0.003629	no
LG2	1750000	2000000	3.38406044436195	0.049592	LDRs	2	0.2287	0.368264	0.000165475	0.000013351	-2.39121807	-1.571108799	0.000217315	0.00004294	0.00026275	0	0.00000919	0.00000247	0.00001202	0.9780206	0.92006825	0.000005	0.001756	0.002178	no
LG2	2000000	2250000	6.72688919424251	0.071104	LDRs	2	0.050692	0.422184	0.000203046	0.000019226	-2.28557098	-2.033488032	0.000305598	0.00004826	0.00024817	0.00000902	0.00004423	0.00010253	0.00019969	0.9419559	0.88636828	0.000173	0.002034	0.002325	no
LG2	2250000	2500000	11.3239061806644	0.061376	LDRs	2	0.121136	0.357696	0.000290116	0.000086222	-1.929670901	0.676739681	0.000261415	0.00008171	0.00055537	0	0	0.00002409	0	0.94065439	0.88800761	0.003919	0.002587	0.002976	yes
LG2	250000	500000	0	0.056668	LDRs	2	0.078276	0.375412	0.000232052	0.000125317	-0.979282234	-1.113769762	0.000192549	0.00003665	0.00038828	0.00000717	0.0000326	0.00001934	0	0.94492759	0.91217259	0.000123	0.002512	0.002837	no
LG2	2500000	2750000	3.73083542063165	0.031596	LDRs	2	0.091556	0.386532	0.000488597	0.000290491	-0.436864721	-0.211112801	0.000319027	0.00016746	0.0006215	0.00011128	0.00038835	0.0000274	0.00003662	0.914815	0.86410935	0.003631	0.002232	0.002718	yes
